Cod Forn	Item	Unid	Qtde	DESCRIÇÃO	Vlr.Unit.	Vlr.Total	DATA EMISSÃO	Nº Cotação:	Cond. Pagto	TIPO	Posto	Prazo	Validade	Status Pedido	Estoque	observação	Nota Fornecedor
2110	43	Pc	1	"Chave biela ""L"" 11 mm"	17.4	17.4	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	44	Pc	1	"Chave biela ""L"" 12 mm"	17.8	17.8	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	45	Pc	1	"Chave biela ""L"" 15 mm"	20.5	20.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	46	Pc	1	"Chave biela ""L"" 16 mm"	21.5	21.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	47	Jg	1	Jogo chave torx T-10 a T-50 	49.9	49.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	48	Pc	2	Chave catraca 1/2	64.5	129	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2013	1	Pc	1	Armário NK-2312 - Nilko	1059	1059	40644	157	30	DDL	CIF	15 dias	10 dias	Em Aberto	Sim		
2004	1	Jg	3	Jogo macho 5/16 x 18 BSW - Dormer	139.95	139.95	40644	158	30	DDL	CIF	10 dias	10 dias	Em Aberto	Não		
2013	1	Pc	1	"Paquímetro profissional 160 mm - Mitutoyo 0,05 mm"	225	225	40644	159	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	3	Chave allen longa 5 mm - Gedore	4.25	12.75	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	2	Pc	1	Cossinete 5/8 x 18 UNF - OSG	287.75	287.75	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	3	Pc	1	Escala aço 1 metro - Brasforte	55.9	55.9	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	4	Pc	1	Nível profissional base magnética Stanley	39.9	39.9	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	5	Pc	1	Vira macho reto nº 0	23.9	23.9	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	6	Pc	5	Marreta 1Kg com cabo	16.9	84.5	40644	160	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	1	Pc	10	Anti respingo p/ solda - Carbografite	33.4	334	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	2	Pc	5	Broca aço rápidp 3/8 - Dormer	19.5	97.5	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	3	Pc	2	Broca aço rápido 9/16 - Dormer	116.75	233.5	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	4	Pc	50	Cadeado 25 mm - Pado	9.6	480	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	5	Pc	2	Fresa topo 3/16 - Dormer	73.15	146.3	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	6	Pc	20	Lixa cinta 610 x 75 - grão 80	3.8	76	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	7	Jg	2	Jogo macho aço rápido 3/16 BSW - OSG	76.9	153.8	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	8	Jg	3	Jogo macho 5/8 x 11 - Dormer	262	786	40644	161	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2086	1	Pc	1	"Macho máquina M 5 x 0,8 - Dormer"	65	65	40644	162	15	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2110	1	Pc	1	Chave combinada 15 mm	9.5	9.5	40616	163	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	2	Pc	1	Chave combinada 16 mm	8.9	8.9	40616	163	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	3	Pc	1	Chave combinada 18 mm	11.9	11.9	40616	163	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	4	Pc	1	Chave combinada 20 mm	12.95	12.95	40616	163	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	5	Pc	1	Chave combinada 21 mm	12.9	12.9	40616	163	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2012	1	Pc	1	"Macho máquina corte heloidal com revestimento titânio M 5 x 0,8 - OSG"	94.5	94.5	40644	164	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2017	1	Pc	2	Lanterna alumínio grande - LN 003	69.9	139.8	40644	165	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	1	Pc	2	Broca SDS Plus 8 mm	9.9	19.8	40645	166	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	2	Pc	2	Broca SDS Plus 10 mm	10.9	21.8	40645	166	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2008	1	PC	1	Chave impacto Shallper SK 66	1149	1149	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Não		
2008	2	PC	1	Macaco hidráulico garrafa 2 T - Vonder 	58.4	58.4	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Sim		
2008	3	PC	10	Calibre rocas mm / pol - Cocaco 	37	370	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Sim		
2008	4	PC	1	Disco afiar serra R50 - Dinser 	77.6	77.6	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Sim		
2008	5	PC	5	Serra circular 7.1/4 x 24 - Brasfort	21	105	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Sim		
2008	6	PC	2	Suporte p/ mangueira com rodas - Tramontina 	110	220	40645	167	35 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto	Não		
2008	1	PC	36	Serra manual RS 1224 - Starrett 	3.65	131.4	40645	168	35 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2005	1	PC	10	ateria selada FNC12190-C 19Ah/20h - 12V - Newmax 	148.8	1488	40645	169	45 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2028	1	Pc	2	Ponta rotativa CM3 - Cabri	315	630	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Sim		
2028	2	Pc	1	Vira macho reto 1/8 a 3/8	21.5	21.5	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Sim		
2028	3	Pc	1	"Fresa topo haste cilindrica 4 cortes 1"""	104	104	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Sim		
2028	4	Pc	1	"Broca aço rápido haste cônica - 1"""	129	129	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Não		
2028	5	Pc	100	"Abraçadeira rosca sem fim 1"""	1.49	149	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Não		
2028	6	Pc	1	Fresa topo haste cilindrica 4 cortes 28 mm	113	113	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Não		
2028	7	Pc	3	Ventilador portátil 60 cm veloc variável	177.6	532.8	40645	170	30	DDL	FOB	10 dias	7 dias	Em Aberto	Não		
2039	1	Pc	1	Vira macho (desandador) 1/8 a 1/2	25.5	25.5	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	2	Pc	1	Rebitadeira profissional Stanley	39.9	39.9	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	3	Pc	100	"Rebite pop 2, 3, 4 e 5 mm (25 pçs de cada)"	1.15	115	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	4	Pc	1	"Furadeira profissional 780 Watts, mandril 1/2, martelete, veloc variável - DWT"	235.9	235.9	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	5	Pc	5	Bolsa em lona para eletricista	79.9	399.5	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	6	Pc	1	Caixa ferramentas metal com 5 gavetas - Marcon	54.9	54.9	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	7	Jg	1	Jogo chave allen 10 a 25 mm	189	189	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	8	Jg	1	"Jogo chave allen 1/2 a 1"""	175	175	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	9	Jg	1	Jogo chave torx T-10 a T-50	51.9	51.9	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	10	Jg	1	"Jogo de lima chata, 1/2 cana, redonda e quadrada e triângulo"	88	88	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	11	Jg	1	Jogo broca aço rápido 1 a 13 mm	135.9	135.9	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	12	Jg	1	Jogo macho 4 a 12 mm BSW	195	195	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	13	Pc	1	Fita isolante 3 M	4.8	4.8	40645	171	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2039	1	Pc	1	alicate prensa terminais 22 a 100 mm2 e terminais de cobre de 25 a 120 mm2	465	465	40645	172	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2013	1	Pc	15	"Arco de serra 12"" - Starrett"	27.6	414	40645	173	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2008	1	PC	10	Trena 3 mts Starrett	4.8	48	40646	174	35 dias 	DDL	CIF	Imed a 20 dias 	10 dias 	Em Aberto	Sim		
2008	2	PC	4	Martelo pena 400 grs - Eccofer 	18.6	74.4	40646	174	35 dias 	DDL	CIF	Imed a 20 dias 	10 dias 	Em Aberto	Sim		
2008	3	PC	10	Marreta 2 kg cabo madeira - Eccofer 	35.9	359	40646	174	35 dias 	DDL	CIF	Imed a 20 dias 	10 dias 	Em Aberto	Sim		
2008	4	PC	40	Escova aço inox 1777-3 Suissa 	6.4	256	40646	174	35 dias 	DDL	CIF	Imed a 20 dias 	10 dias 	Em Aberto	Não		
2008	5	PC	25	Escova aço inox 1780 - Suissa	18.8	470	40646	174	35 dias 	DDL	CIF	Imed a 20 dias 	10 dias 	Em Aberto	Não		
2058	1	Pc	1	"Machado 3.1/2"" - Coroa"	48	48	40587	175	30	DDL	CIF	Imediato 	7 dias	Em Aberto	Sim		
2058	2	Pc	1	Marreta 10 kg - Paceta	175	175	40587	175	30	DDL	CIF	Imediato 	7 dias	Em Aberto	Sim		
2058	3	Pc	1	Lanterna recarregável super bright 12V	128	128	40587	175	30	DDL	CIF	Imediato 	7 dias	Em Aberto	Sim		
2012	1	Pc	1	Broca aço rápido 8 x 165 mm	49.8	49.8	40646	176	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2012	2	Pc	1	Broca aço rápido 10 x 184 mm	76.6	76.6	40646	176	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2111	1	Pc	1	Engraxadeira reservatório 7 kg - Lumagi	153.9	153.9	40587	177	28	DDL	CIF	Imediato	7 Dias	Em Aberto	Sim		
2110	1	Pc	1	"Broca aço rápido haste cônica 1.1/8"""	265	265	40646	178	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	2	Pc	1	Fresa topo aço rápido 28 mm - 4 cortes	150	150	40646	178	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2047	1	Pc	1	"Saca polia 4"" 2 garras 120 mm"	215	215	40646	179	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2015	1	Jg	1	"Jogo 23 peças com mandril CM-3 (cone morse 3), chave de aperto e pinças de 4 a 26 mm"	2257	2257	40646	180	28/56	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2007	1	Pc	5	Marreta 1 kg	16.9	84.5	40647	181	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	2	Pc	2	Marreta 6 kg - Forjasul	298	596	40647	181	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	3	Pc	2	Marreta 8 kg - Forjasul	377	754	40647	181	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	4	Pc	1	"Nível base magnética 12"" - Stanley"	39.9	39.9	40647	181	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2013	1	Pc	1	"Cortador nível 5 de segurança, corpo fibra - modelo 109.137"	93.85	93.85	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	2	Pc	1	"Cortador nível 5 de segurança, corpo plástico altamente resistente - modelo 121.001"	138	138	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	3	Pc	1	"Cortador nível 3 de segurança, corpo em duralumínio, modelo 122.001"	293	293	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	4	Pc	1	"Cortador nível 5 de segurança, corpo em poliestireno, capa protetora que encobre a lâmina, modelo 435"	245	245	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	5	Pc	1	"Cortador nível 5 de segurança, corpo em poliestireno, modelo 437"	248	248	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	6	Pc	1	"Cortador nível 5 de segurança, lâmina oculta, corpo poliestireno"	58	58	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2013	7	Pc	1	"Cortador nível 4 de segurança, corpo plástico altamente reforçado, lâmina inoxidável, fio de corte em titânio, modelo 3469"	75	75	40647	182	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2112	1	PC	1	"Alicate bico 1/2 cana 6"" Felling "	13.8	13.8	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	2	PC	1	"Alicate corte diagonal 6"" Felling "	13.8	13.8	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	3	PC	1	"Alicate universal 8"" Felling "	20.8	20.8	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	4	PC	1	Trena 5 mts Starrett 	12.35	12.35	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	5	PC	1	"Arco serra manual 12""  Starrett "	17.9	17.9	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	6	PC	2	Serra manual BS 1224 Starrett 	3.9	7.8	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	7	PC	1	Martelo carpinteiro 25 mm Tramontina 	17	17	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	8	JG	1	Chave combiada 6 a 22 ( 17 pçs ) Tramontina Pro 	170	170	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	9	PC	1	Chave combinada 32 mm Tramontina Pro 	38.3	38.3	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	10	PC	1	Chave combinada 24 mm Tramontina Pro 	17.7	17.7	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	11	PC	1	"Chave ajustável 12"" Stanley"	43.6	43.6	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Não		
2112	12	PC	1	Multimetro digital ET2042 - Minipa 	173.75	173.75	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	13	JG	1	Chave allen 2 a 10 Gedore 	47.4	47.4	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	14	JG	1	Chave torx T9 a T50 Tramontina Pro 	49.3	49.3	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	15	PC	2	Canivete eletricista Tramontina 	21.75	43.5	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	16	PC	1	Caixa ferrementas 5 gav. Marcon	51.3	51.3	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto	Sim		
2112	17	JG	1	Chave fenda/ phillips 5 pçs Tramontina Pro 	28.4	28.4	40647	183	A combinar 	DDL	CIF	Até 15 dias 	15 dias 	Em Aberto			
2015	1	Pt	1	Fluxo para solda prata 250 g	26.9	26.9	40647	184	28/56/72	DDL	CIF	Até 10 dias	7 dias	Em Aberto	Sim		
2015	2	Pt	1	Fluxo para solda prata 500 g	48	48	40647	184	28/56/72	DDL	CIF	Até 10 dias	7 dias	Em Aberto	Sim		
2015	3	Pc	1	Suporte para pastilha N123H55-25A2 - Sandvik	558	558	40647	184	28/56/72	DDL	CIF	Até 10 dias	7 dias	Em Aberto	Não		
2015	4	Pc	1	Bloco para suporte para pastilha 151.2-3232-25 - sandvik	1145	1145	40647	184	28/56/72	DDL	CIF	Até 10 dias	7 dias	Em Aberto	Não		
2015	5	p	10	Pastilha metal duro intercamb. N123H2-0400-0002 - CM - sandvik	155	1550	40647	184	28/56/72	DDL	CIF	Até 10 dias	7 dias	Em Aberto	Não		
2058	1	Kg	15	Eletrodo 4 mm - Lincon	13.9	208.5	40647	185	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	1	Broca SDS Max 35 x 400	369	369	40647	186	28	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2007	2	Pc	1	Broca aço rápido haste cônica 1.5/8 (41 mm)	368	368	40647	186	28	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2007	1	Pc	3	"Broca aço rápido paralela 10,2 mm - Dormer"	29.9	89.7	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	2	Pc	3	Adesivo Loctite 271 - 50 g	165	495	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	3	Pc	50	"Disco desbaste BDA 64 - 9"" - Norton"	34.1	1705	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	4	Pc	500	Lixa ferro grão 40 - Norton	2.79	1395	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	5	Jg	3	Jogo macho 1/4 BSW - OSG	84.6	253.8	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Sim		
2007	6	Pc	5	"Lima chata bastarda 10"" - K & F"	22.9	114.5	40647	187	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2005	1	PC	1	Trena fibra vidro 10 m - certificado calibração Starrett 	75.9	75.9	40648	188	46 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Sim		
2008	1	PC	260	Pastilha Widia KNUX 160405 L11 - Brassinter  * até 30 dias entrega	19.1	4966	40648	189	35 dias 	DDL	CIF	Imed a 30 dias 	10 dias 	Em Aberto	Não		
2008	2	PC	20	Broca aço rápido 1/4 	4.95	99	40648	189	35 dias 	DDL	CIF	Imed a 30 dias 	10 dias 	Em Aberto	Sim		
2047	1	Pc	4	Escova aço copo 80 mm - Osborn	22.35	89.4	40617	190	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2047	2	Pc	1	Escova aço inox copo - Osborn	35	35	40617	190	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2039	1	Pc	2	Lanterna 12 leds corpo alumínio - Vonder	69.9	139.8	40648	191	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2005	1	PC	1	Lanterna recarregáel 36 leds - Kala 	145	145	40648	192	46 dias 	DDL	CIF	imediato 	10 dias 	Em Aberto	Sim		
2009	1	PC	1	"Alicate corte diagonal 6"" - VDE - Tramontina Pro "	201.1	201.1	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	2	PC	1	Alicate pressão 137-10 Gedore 	29	29	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Sim		
2009	3	PC	2	"Alicate universal isoaldo 8"" - VDE - Tramontina Pro "	163.85	327.7	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	4	PC	1	Canivete ( faca ) isolado VDE curvo - Tramontina Pro 	261.9	261.9	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	5	PC	1	"Chave ajustavel 12"" VDE - Tramontina Pro "	212.3	212.3	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	6	JG	1	Chave fenda/ phillips VDE - Tramontina Pro 	185	185	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	7	JG	1	Chave torx SCL 43TX 8 - Gedore 	67.5	67.5	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Não		
2009	8	JG	1	Chave fenda relojoeiro Stanley 	19	19	40648	193	28 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Sim 		
2008	1	PC	1	Vibrador concreto 1400 W Monof. 220 V - Bosch ( só na voltagem 220 V ) 	970	970	40648	194	35 DIAS 	DDL	CIF	25 dias 	10 dias 	Em Aberto	Sim		
2008	2	PC	1	"Mangote 1,5 M - Bosch "	746	746	40648	194	35 DIAS 	DDL	CIF	25 dias 	10 dias 	Em Aberto	Não		
2008	3	PC	1	Martelete HM 1801 - 220 V - Makita 	4500	4500	40648	194	35 DIAS 	DDL	CIF	25 dias 	10 dias 	Em Aberto			
2013	1	Pc	2	"Chave ajustável 10"" - Stanley"	34.1	68.2	40648	195	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2013	2	Pc	2	Lixadeira orbital 200 Watts - DWT	152.9	305.8	40648	195	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2013	3	Pc	2	Ferro solda 70 watts	70.5	141	40648	195	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2005	1	PC	1	Soquete impacto curto 1 x 1.1/2 	84.1	84.1	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	2	PC	1	Soquete impacto curto 1 x 1.7/16	93.75	93.75	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	3	PC	1	Soquete impacto curto 1 x 1.1/8	84.65	84.65	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	4	PC	1	Soquete impacto curto 1 x 2.1/2	265.46	265.46	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	5	PC	1	Soquete impacto curto 1 x 2.7/16	236.4	236.4	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	6	PC	1	Soquete impacto curto 1 x 2.3/8	219.95	219.95	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	7	PC	1	Soquete impacto curto 1 x 32 	79.6	79.6	40651	196	46 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2005	1	Pc	1	Canivete eletricista - Tramontina	22.9	25.9	40651	197	35	DDL	CIF	Imedaito	7 dias	Em Aberto	Sim		
2039	1	Pc	1	Parafusadeira/furadeira profissional GSR 12-2 - Bosch	416.5	416.5	40651	198	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2051	1	Pc	100	Serra manual Starrett RS 1224	3.95	395	40652	199	30	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2051	2	Pc	10	Fita crepe 25 x 50 	4.8	48	40652	199	30	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2061	1	Pc	4	Rebolo reto 6 x 3/4 # 60	38.9	155.6	40652	200	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2061	2	Pc	4	Rebolo reto 6 x 3/4 # 100	39.9	159.6	40652	200	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2028	1	Kit	1	Chave impacto pneumática 1/2 com kit de soquetes 17 peças	439.9	439.9	40652	201	30	DDL	FOB	10 dias	7 dias	Em Aberto	Não		
2013	1	Pc	3	Pincel 4 mm - Atlas	2	6	40652	202	30	DDL	CIF	Imedaito	7 dias	Em Aberto	Não		
2013	2	Pc	3	Pincel 10 mm - Atlas	2.7	8.1	40652	202	30	DDL	CIF	Imedaito	7 dias	Em Aberto	Não		
2013	3	Pc	3	Pincel 14 mm - Atlas	3.6	10.8	40652	202	30	DDL	CIF	Imedaito	7 dias	Em Aberto	Não		
2013	4	Pc	3	Pincel 20 mm - Atlas	5.9	17.7	40652	202	30	DDL	CIF	Imedaito	7 dias	Em Aberto	Não		
2013	5	Pc	3	Pincel 22 mm - Atlas	6.75	20.25	40652	202	30	DDL	CIF	Imedaito	7 dias	Em Aberto	Não		
2095	1	Pc	1	"Jogo serra copo 1"" a 2.1/2"" - Eccofer"	28	28	40652	203	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2095	2	Pc	2	Ponteria para parafusadeira	9.5	19	40652	203	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2015	1	Pc	10	Bocal TM-516	5.8	58	40652	204	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2015	2	Pc	10	Bico contatp 1.2 - M 053	5.8	58	40652	204	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2015	3	Pc	10	Bico contato 1.2 - M 043	5.8	58	40652	204	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2015	4	Pc	50	Bico contato 1.2 - M 8 	3.5	175	40652	204	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2015	5	Pc	15	Escova aço manual c/ 3 fileiras	3.9	58.5	40652	204	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2061	1	Pc	3	"Escada alumínio 2 x 8 - 4,42 mts"	448	1344	40652	205	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2048	1	Pc	1	"Furadeira industrial de impacto 5/8"" - HP2070X - Makita"	755.6	755.6	40652	206	28/56	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2048	2	Pc	1	Martelo combinado industrial rotativo/rompedor 40 mm - HR4010C - Makita	2172	2172	40652	206	28/56	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2113	1	Pc	1	"Chave para tubo (grifo) 24"""	79.9	79.9	40652	207	28	DDL	CIF	Imedaito	7 dias	Em Aberto	Sim		
2113	2	Pc	1	"Chave para tubo (grifo)364"""	159.9	159.9	40652	207	28	DDL	CIF	Imedaito	7 dias	Em Aberto	Sim		
2008	1	PC	5	Trena Starrett 3 mts 	4.8	24	40652	208	35 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2008	2	PC	2	"Esquadro Stanley 12 "" "	53.75	107.5	40652	208	35 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2008	3	PC	1	"Nivel bolha base magnetica 12"" Stanley"	33.7	33.7	40652	208	35 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2015	1	Pc	1	Morsa n° 5 - Somar	169.9	169.9	40653	209	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2015	2	Pc	2	Broca aço rápido cônica 21 mm	95.5	191	40653	209	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Não		
2015	3	Pc	1	Martelo pena 1 kg	39.9	39.9	40653	209	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
